individual_id,filename,captured_at,lat,lon,zone,image_url
WT-154,001511.jpg,2026-03-11 21:12:49,45.60253,135.958965,Olga Reserve,ml/datasets/processed/WT-154/001511.jpg
WT-154,001538.jpg,2026-03-15 02:28:50,45.516482,137.198316,Sikhote-Alin North,ml/datasets/processed/WT-154/001538.jpg
WT-154,001549.jpg,2026-03-18 04:25:46,45.329885,137.335621,Olga Reserve,ml/datasets/processed/WT-154/001549.jpg
WT-154,001687.jpg,2026-03-22 16:31:46,45.034345,135.006413,Sikhote-Alin South,ml/datasets/processed/WT-154/001687.jpg
WT-154,001718.jpg,2026-03-26 10:54:33,45.819882,137.163151,Bikin Valley,ml/datasets/processed/WT-154/001718.jpg
WT-154,001729.jpg,2026-03-28 22:51:47,45.577161,135.86281,Olga Reserve,ml/datasets/processed/WT-154/001729.jpg
WT-154,001746.jpg,2026-04-01 07:00:20,46.365705,137.174004,Sikhote-Alin Central,ml/datasets/processed/WT-154/001746.jpg
WT-154,001842.jpg,2026-04-03 21:31:52,45.643595,135.583906,Bikin Valley,ml/datasets/processed/WT-154/001842.jpg
WT-154,001854.jpg,2026-04-08 07:04:37,45.910456,137.028522,Bikin Valley,ml/datasets/processed/WT-154/001854.jpg
WT-154,001919.jpg,2026-04-11 21:25:01,46.476828,136.980984,Sikhote-Alin Central,ml/datasets/processed/WT-154/001919.jpg
WT-154,002047.jpg,2026-04-14 23:37:33,45.504582,136.475451,Sikhote-Alin North,ml/datasets/processed/WT-154/002047.jpg
WT-154,002290.jpg,2026-04-18 06:34:59,46.248381,136.100766,Olga Reserve,ml/datasets/processed/WT-154/002290.jpg
WT-154,002504.jpg,2026-04-21 15:54:13,44.788311,137.177332,Sikhote-Alin Central,ml/datasets/processed/WT-154/002504.jpg
WT-154,002546.jpg,2026-04-24 21:08:56,44.649656,136.953813,Sikhote-Alin South,ml/datasets/processed/WT-154/002546.jpg
WT-154,002696.jpg,2026-04-27 14:20:22,45.799673,137.129413,Olga Reserve,ml/datasets/processed/WT-154/002696.jpg
WT-154,002819.jpg,2026-05-01 19:04:32,45.260019,135.791653,Bikin Valley,ml/datasets/processed/WT-154/002819.jpg
WT-154,002829.jpg,2026-05-05 05:03:22,44.636841,136.577903,Sikhote-Alin South,ml/datasets/processed/WT-154/002829.jpg
WT-154,003064.jpg,2026-05-08 08:36:47,46.494852,136.866916,Bikin Valley,ml/datasets/processed/WT-154/003064.jpg
WT-154,003080.jpg,2026-05-12 19:34:13,45.907782,135.251268,Sikhote-Alin Central,ml/datasets/processed/WT-154/003080.jpg
WT-154,003150.jpg,2026-05-15 22:32:19,45.888002,137.25856,Sikhote-Alin North,ml/datasets/processed/WT-154/003150.jpg
WT-154,003156.jpg,2026-05-19 02:47:16,45.216927,136.076717,Sikhote-Alin Central,ml/datasets/processed/WT-154/003156.jpg
WT-154,003160.jpg,2026-05-22 14:42:26,45.562333,136.41482,Sikhote-Alin Central,ml/datasets/processed/WT-154/003160.jpg
WT-154,003286.jpg,2026-05-26 00:48:44,46.241679,136.549276,Sikhote-Alin Central,ml/datasets/processed/WT-154/003286.jpg
WT-154,003307.jpg,2026-05-29 13:36:17,45.495335,136.457893,Sikhote-Alin Central,ml/datasets/processed/WT-154/003307.jpg
WT-154,003896.jpg,2026-06-01 07:56:50,45.010653,135.023494,Bikin Valley,ml/datasets/processed/WT-154/003896.jpg
WT-154,003915.jpg,2026-06-04 17:52:37,46.302419,136.694027,Sikhote-Alin Central,ml/datasets/processed/WT-154/003915.jpg
WT-154,003967.jpg,2026-06-09 12:54:30,46.475303,135.747886,Bikin Valley,ml/datasets/processed/WT-154/003967.jpg
WT-154,003986.jpg,2026-06-13 13:51:17,45.880627,136.14209,Sikhote-Alin South,ml/datasets/processed/WT-154/003986.jpg
WT-154,004046.jpg,2026-06-17 01:52:12,45.466416,135.593014,Olga Reserve,ml/datasets/processed/WT-154/004046.jpg
WT-154,004111.jpg,2026-06-21 00:24:46,45.217918,135.739681,Sikhote-Alin South,ml/datasets/processed/WT-154/004111.jpg
WT-154,004256.jpg,2026-06-25 14:33:46,45.291611,135.020245,Sikhote-Alin North,ml/datasets/processed/WT-154/004256.jpg
WT-154,004325.jpg,2026-06-29 01:43:50,46.321234,136.86293,Sikhote-Alin South,ml/datasets/processed/WT-154/004325.jpg
WT-154,004501.jpg,2026-07-02 10:30:31,46.103864,135.547511,Sikhote-Alin Central,ml/datasets/processed/WT-154/004501.jpg
WT-154,004561.jpg,2026-07-05 05:20:20,45.741782,136.694411,Sikhote-Alin Central,ml/datasets/processed/WT-154/004561.jpg
WT-154,004920.jpg,2026-07-07 11:00:22,45.792681,135.772332,Bikin Valley,ml/datasets/processed/WT-154/004920.jpg
WT-154,004971.jpg,2026-07-09 15:37:31,44.566729,135.912153,Sikhote-Alin Central,ml/datasets/processed/WT-154/004971.jpg
WT-246,000009.jpg,2026-01-11 07:15:10,44.90159,136.966282,Sikhote-Alin South,ml/datasets/processed/WT-246/000009.jpg
WT-246,000195.jpg,2026-01-17 14:00:13,45.561705,137.283717,Sikhote-Alin Central,ml/datasets/processed/WT-246/000195.jpg
WT-246,000240.jpg,2026-01-23 03:57:20,45.463696,137.016221,Sikhote-Alin South,ml/datasets/processed/WT-246/000240.jpg
WT-246,000245.jpg,2026-01-30 02:36:02,46.108465,136.170828,Sikhote-Alin North,ml/datasets/processed/WT-246/000245.jpg
WT-246,000420.jpg,2026-02-05 21:40:24,46.220281,136.810542,Bikin Valley,ml/datasets/processed/WT-246/000420.jpg
WT-246,000592.jpg,2026-02-12 22:52:00,46.434539,137.011469,Sikhote-Alin South,ml/datasets/processed/WT-246/000592.jpg
WT-246,000915.jpg,2026-02-19 04:23:03,45.028917,135.308972,Sikhote-Alin South,ml/datasets/processed/WT-246/000915.jpg
WT-246,001064.jpg,2026-02-25 04:45:14,45.845657,136.680852,Olga Reserve,ml/datasets/processed/WT-246/001064.jpg
WT-246,001105.jpg,2026-03-02 02:30:05,45.242947,136.687091,Bikin Valley,ml/datasets/processed/WT-246/001105.jpg
WT-246,001182.jpg,2026-03-08 10:07:10,44.550049,137.210587,Olga Reserve,ml/datasets/processed/WT-246/001182.jpg
WT-246,001205.jpg,2026-03-13 14:35:23,45.795305,136.58851,Bikin Valley,ml/datasets/processed/WT-246/001205.jpg
WT-246,001273.jpg,2026-03-20 02:15:25,46.318775,135.755475,Bikin Valley,ml/datasets/processed/WT-246/001273.jpg
WT-246,001355.jpg,2026-03-25 21:23:04,44.574424,137.489818,Sikhote-Alin North,ml/datasets/processed/WT-246/001355.jpg
WT-246,001395.jpg,2026-03-31 16:08:01,44.694384,137.218148,Sikhote-Alin Central,ml/datasets/processed/WT-246/001395.jpg
WT-246,001435.jpg,2026-04-05 19:04:52,46.398762,136.74121,Olga Reserve,ml/datasets/processed/WT-246/001435.jpg
WT-246,001579.jpg,2026-04-11 20:49:23,45.338254,136.855673,Sikhote-Alin Central,ml/datasets/processed/WT-246/001579.jpg
WT-246,001595.jpg,2026-04-18 06:34:21,46.167386,136.539131,Sikhote-Alin South,ml/datasets/processed/WT-246/001595.jpg
WT-246,001964.jpg,2026-04-23 05:44:16,44.565433,135.926325,Bikin Valley,ml/datasets/processed/WT-246/001964.jpg
WT-246,002049.jpg,2026-04-28 09:28:07,45.225372,137.452319,Sikhote-Alin South,ml/datasets/processed/WT-246/002049.jpg
WT-246,002492.jpg,2026-05-04 04:59:31,45.588932,137.444606,Sikhote-Alin South,ml/datasets/processed/WT-246/002492.jpg
WT-246,002552.jpg,2026-05-10 08:50:59,46.436414,137.372527,Bikin Valley,ml/datasets/processed/WT-246/002552.jpg
WT-246,002638.jpg,2026-05-16 05:11:11,44.683347,135.530265,Olga Reserve,ml/datasets/processed/WT-246/002638.jpg
WT-246,002849.jpg,2026-05-22 01:50:04,45.167018,137.472052,Olga Reserve,ml/datasets/processed/WT-246/002849.jpg
WT-246,002859.jpg,2026-05-27 16:10:52,44.910411,137.074545,Olga Reserve,ml/datasets/processed/WT-246/002859.jpg
WT-246,003128.jpg,2026-06-02 10:37:19,46.239391,135.821399,Sikhote-Alin Central,ml/datasets/processed/WT-246/003128.jpg
WT-246,003134.jpg,2026-06-08 13:14:34,46.077288,136.489954,Sikhote-Alin South,ml/datasets/processed/WT-246/003134.jpg
WT-246,003163.jpg,2026-06-14 10:28:53,44.759984,135.626635,Sikhote-Alin Central,ml/datasets/processed/WT-246/003163.jpg
WT-246,003172.jpg,2026-06-19 18:30:32,44.719853,137.16612,Sikhote-Alin Central,ml/datasets/processed/WT-246/003172.jpg
WT-246,003205.jpg,2026-06-26 15:23:03,44.975863,135.809429,Sikhote-Alin Central,ml/datasets/processed/WT-246/003205.jpg
WT-246,003449.jpg,2026-07-02 09:28:32,45.030735,135.316896,Bikin Valley,ml/datasets/processed/WT-246/003449.jpg
WT-246,003541.jpg,2026-07-06 21:22:21,45.452492,136.945043,Olga Reserve,ml/datasets/processed/WT-246/003541.jpg
WT-246,003846.jpg,2026-07-12 08:09:39,45.687332,136.130014,Sikhote-Alin Central,ml/datasets/processed/WT-246/003846.jpg
WT-246,003866.jpg,2026-07-18 04:11:47,46.066454,137.167452,Olga Reserve,ml/datasets/processed/WT-246/003866.jpg
WT-246,003876.jpg,2026-07-23 17:50:18,45.103261,136.608352,Sikhote-Alin North,ml/datasets/processed/WT-246/003876.jpg
WT-246,003990.jpg,2026-07-30 02:57:45,45.303235,136.715244,Bikin Valley,ml/datasets/processed/WT-246/003990.jpg
WT-246,004181.jpg,2026-08-05 01:26:29,45.924803,136.108906,Sikhote-Alin North,ml/datasets/processed/WT-246/004181.jpg
WT-246,004353.jpg,2026-08-10 12:35:53,44.752383,136.560794,Olga Reserve,ml/datasets/processed/WT-246/004353.jpg
WT-246,004363.jpg,2026-08-16 12:28:55,45.596713,135.812964,Olga Reserve,ml/datasets/processed/WT-246/004363.jpg
WT-246,004429.jpg,2026-08-21 09:40:18,45.710854,135.247946,Sikhote-Alin North,ml/datasets/processed/WT-246/004429.jpg
WT-246,004549.jpg,2026-08-26 21:28:14,46.205585,136.627292,Olga Reserve,ml/datasets/processed/WT-246/004549.jpg
WT-246,004582.jpg,2026-09-01 10:39:54,45.40311,135.571234,Sikhote-Alin South,ml/datasets/processed/WT-246/004582.jpg
WT-246,004743.jpg,2026-09-06 14:29:41,46.154838,135.996825,Sikhote-Alin North,ml/datasets/processed/WT-246/004743.jpg
WT-246,004792.jpg,2026-09-12 00:14:57,45.00978,137.383981,Bikin Valley,ml/datasets/processed/WT-246/004792.jpg
WT-246,004809.jpg,2026-09-18 05:00:31,44.634267,137.07943,Sikhote-Alin North,ml/datasets/processed/WT-246/004809.jpg
WT-246,004821.jpg,2026-09-22 19:04:48,45.245294,135.325289,Sikhote-Alin North,ml/datasets/processed/WT-246/004821.jpg
WT-246,004850.jpg,2026-09-28 21:55:33,45.67293,136.403966,Sikhote-Alin South,ml/datasets/processed/WT-246/004850.jpg
WT-246,004900.jpg,2026-10-04 04:55:35,46.247215,137.352825,Bikin Valley,ml/datasets/processed/WT-246/004900.jpg
WT-246,005141.jpg,2026-10-09 05:06:25,46.236184,136.802652,Sikhote-Alin South,ml/datasets/processed/WT-246/005141.jpg
WT-243,000173.jpg,2026-02-11 21:53:57,44.80946,136.205473,Sikhote-Alin North,ml/datasets/processed/WT-243/000173.jpg
WT-243,000179.jpg,2026-02-15 16:00:31,45.200228,136.390664,Sikhote-Alin North,ml/datasets/processed/WT-243/000179.jpg
WT-243,000236.jpg,2026-02-18 23:44:25,46.114443,137.112888,Olga Reserve,ml/datasets/processed/WT-243/000236.jpg
WT-243,000471.jpg,2026-02-21 07:51:14,45.727147,136.606748,Sikhote-Alin North,ml/datasets/processed/WT-243/000471.jpg
WT-243,000599.jpg,2026-02-23 18:47:33,45.886942,135.072383,Sikhote-Alin South,ml/datasets/processed/WT-243/000599.jpg
WT-243,000604.jpg,2026-02-26 09:13:27,45.905398,135.772462,Sikhote-Alin South,ml/datasets/processed/WT-243/000604.jpg
WT-243,000732.jpg,2026-03-01 08:54:58,44.786503,136.643362,Sikhote-Alin North,ml/datasets/processed/WT-243/000732.jpg
WT-243,000792.jpg,2026-03-04 23:28:13,44.783749,136.58293,Sikhote-Alin North,ml/datasets/processed/WT-243/000792.jpg
WT-243,001459.jpg,2026-03-08 22:47:05,45.252389,136.134114,Sikhote-Alin Central,ml/datasets/processed/WT-243/001459.jpg
WT-243,001558.jpg,2026-03-12 16:02:28,45.240106,136.80399,Olga Reserve,ml/datasets/processed/WT-243/001558.jpg
WT-243,001661.jpg,2026-03-14 17:23:04,44.81116,136.88609,Sikhote-Alin North,ml/datasets/processed/WT-243/001661.jpg
WT-243,001670.jpg,2026-03-17 03:35:02,45.847937,135.680257,Bikin Valley,ml/datasets/processed/WT-243/001670.jpg
WT-243,001734.jpg,2026-03-19 15:30:16,45.046334,136.887358,Sikhote-Alin North,ml/datasets/processed/WT-243/001734.jpg
WT-243,001914.jpg,2026-03-22 23:07:56,45.190346,135.277224,Olga Reserve,ml/datasets/processed/WT-243/001914.jpg
WT-243,002078.jpg,2026-03-25 04:17:48,44.590835,135.988158,Olga Reserve,ml/datasets/processed/WT-243/002078.jpg
WT-243,002114.jpg,2026-03-28 12:22:56,44.609564,135.511058,Sikhote-Alin Central,ml/datasets/processed/WT-243/002114.jpg
WT-243,002140.jpg,2026-03-31 21:29:02,45.078894,135.299961,Bikin Valley,ml/datasets/processed/WT-243/002140.jpg
WT-243,002270.jpg,2026-04-02 23:05:33,45.994028,135.439237,Bikin Valley,ml/datasets/processed/WT-243/002270.jpg
WT-243,002315.jpg,2026-04-05 17:11:30,45.617447,136.67012,Sikhote-Alin South,ml/datasets/processed/WT-243/002315.jpg
WT-243,002720.jpg,2026-04-08 20:43:00,44.644151,137.154411,Sikhote-Alin North,ml/datasets/processed/WT-243/002720.jpg
WT-243,002727.jpg,2026-04-11 09:32:44,44.655725,135.782652,Bikin Valley,ml/datasets/processed/WT-243/002727.jpg
WT-243,002846.jpg,2026-04-14 22:48:49,45.646799,136.773747,Bikin Valley,ml/datasets/processed/WT-243/002846.jpg
WT-243,003209.jpg,2026-04-18 00:36:05,46.432399,135.429683,Olga Reserve,ml/datasets/processed/WT-243/003209.jpg
WT-243,003403.jpg,2026-04-21 23:11:31,45.420194,136.724025,Sikhote-Alin South,ml/datasets/processed/WT-243/003403.jpg
WT-243,003407.jpg,2026-04-26 08:45:18,44.986633,136.472178,Olga Reserve,ml/datasets/processed/WT-243/003407.jpg
WT-243,003538.jpg,2026-04-30 07:47:40,44.657294,137.176311,Sikhote-Alin South,ml/datasets/processed/WT-243/003538.jpg
WT-243,003613.jpg,2026-05-03 18:58:37,44.652759,136.583062,Olga Reserve,ml/datasets/processed/WT-243/003613.jpg
WT-243,003683.jpg,2026-05-08 05:42:14,45.519904,137.264807,Sikhote-Alin South,ml/datasets/processed/WT-243/003683.jpg
WT-243,003871.jpg,2026-05-10 10:34:39,45.790886,135.369225,Sikhote-Alin North,ml/datasets/processed/WT-243/003871.jpg
WT-243,003909.jpg,2026-05-15 02:39:06,44.792888,135.49318,Olga Reserve,ml/datasets/processed/WT-243/003909.jpg
WT-243,004050.jpg,2026-05-19 00:53:34,44.650707,137.37823,Bikin Valley,ml/datasets/processed/WT-243/004050.jpg
WT-243,004161.jpg,2026-05-23 06:07:06,45.427906,136.409339,Olga Reserve,ml/datasets/processed/WT-243/004161.jpg
WT-243,004171.jpg,2026-05-24 23:54:27,45.628984,136.588246,Olga Reserve,ml/datasets/processed/WT-243/004171.jpg
WT-243,004193.jpg,2026-05-28 17:56:33,45.146416,137.427433,Sikhote-Alin South,ml/datasets/processed/WT-243/004193.jpg
WT-243,004397.jpg,2026-06-01 03:37:15,45.384416,135.757051,Sikhote-Alin South,ml/datasets/processed/WT-243/004397.jpg
WT-243,004535.jpg,2026-06-04 14:45:01,45.68284,135.879856,Sikhote-Alin North,ml/datasets/processed/WT-243/004535.jpg
WT-243,004609.jpg,2026-06-07 13:55:09,44.61378,137.079242,Sikhote-Alin North,ml/datasets/processed/WT-243/004609.jpg
WT-243,004902.jpg,2026-06-11 13:01:36,45.789333,137.443421,Sikhote-Alin North,ml/datasets/processed/WT-243/004902.jpg
WT-243,005009.jpg,2026-06-14 04:02:00,45.425423,136.385791,Sikhote-Alin North,ml/datasets/processed/WT-243/005009.jpg
WT-243,005129.jpg,2026-06-16 20:48:47,45.399467,137.02454,Sikhote-Alin Central,ml/datasets/processed/WT-243/005129.jpg
WT-243,005149.jpg,2026-06-19 18:30:54,44.801722,135.154684,Sikhote-Alin North,ml/datasets/processed/WT-243/005149.jpg
WT-136,000438.jpg,2026-01-28 15:30:10,44.668658,136.615318,Sikhote-Alin North,ml/datasets/processed/WT-136/000438.jpg
WT-136,000568.jpg,2026-02-03 14:04:02,45.378844,136.30687,Sikhote-Alin Central,ml/datasets/processed/WT-136/000568.jpg
WT-136,000754.jpg,2026-02-10 06:24:12,45.227796,137.294842,Bikin Valley,ml/datasets/processed/WT-136/000754.jpg
WT-136,000905.jpg,2026-02-15 15:53:01,45.695772,136.973067,Sikhote-Alin South,ml/datasets/processed/WT-136/000905.jpg
WT-136,000921.jpg,2026-02-21 22:28:26,44.631824,135.236265,Bikin Valley,ml/datasets/processed/WT-136/000921.jpg
WT-136,000932.jpg,2026-02-27 15:02:44,45.813128,137.265857,Sikhote-Alin Central,ml/datasets/processed/WT-136/000932.jpg
WT-136,000950.jpg,2026-03-06 15:41:02,45.166724,136.456849,Sikhote-Alin Central,ml/datasets/processed/WT-136/000950.jpg
WT-136,001308.jpg,2026-03-13 02:32:09,45.812109,136.655338,Sikhote-Alin Central,ml/datasets/processed/WT-136/001308.jpg
WT-136,001321.jpg,2026-03-18 17:36:41,45.690082,137.345005,Sikhote-Alin South,ml/datasets/processed/WT-136/001321.jpg
WT-136,001523.jpg,2026-03-23 17:25:35,45.156953,135.319484,Olga Reserve,ml/datasets/processed/WT-136/001523.jpg
WT-136,001602.jpg,2026-03-29 07:00:18,44.686906,136.67614,Olga Reserve,ml/datasets/processed/WT-136/001602.jpg
WT-136,001873.jpg,2026-04-03 19:00:38,44.860526,135.535482,Bikin Valley,ml/datasets/processed/WT-136/001873.jpg
WT-136,001885.jpg,2026-04-10 05:29:13,44.88401,137.499942,Sikhote-Alin Central,ml/datasets/processed/WT-136/001885.jpg
WT-136,001893.jpg,2026-04-17 08:28:09,44.702282,136.927187,Olga Reserve,ml/datasets/processed/WT-136/001893.jpg
WT-136,002112.jpg,2026-04-23 21:52:58,44.575495,135.841911,Olga Reserve,ml/datasets/processed/WT-136/002112.jpg
WT-136,002323.jpg,2026-04-30 07:17:45,44.824494,137.078363,Olga Reserve,ml/datasets/processed/WT-136/002323.jpg
WT-136,002436.jpg,2026-05-06 17:35:12,46.118087,135.413848,Bikin Valley,ml/datasets/processed/WT-136/002436.jpg
WT-136,002445.jpg,2026-05-13 07:17:18,45.939171,137.423972,Olga Reserve,ml/datasets/processed/WT-136/002445.jpg
WT-136,002808.jpg,2026-05-19 09:55:57,45.069856,136.871341,Bikin Valley,ml/datasets/processed/WT-136/002808.jpg
WT-136,003126.jpg,2026-05-25 09:29:16,46.431193,136.960926,Sikhote-Alin Central,ml/datasets/processed/WT-136/003126.jpg
WT-136,003144.jpg,2026-05-31 20:09:21,45.235682,137.367825,Bikin Valley,ml/datasets/processed/WT-136/003144.jpg
WT-136,003167.jpg,2026-06-06 05:11:27,45.263745,136.318649,Sikhote-Alin Central,ml/datasets/processed/WT-136/003167.jpg
WT-136,003338.jpg,2026-06-12 06:45:32,46.133782,137.003148,Sikhote-Alin Central,ml/datasets/processed/WT-136/003338.jpg
WT-136,003374.jpg,2026-06-18 08:54:29,45.461181,135.92803,Sikhote-Alin North,ml/datasets/processed/WT-136/003374.jpg
WT-136,003483.jpg,2026-06-24 03:16:46,45.922802,136.289773,Sikhote-Alin North,ml/datasets/processed/WT-136/003483.jpg
WT-136,003532.jpg,2026-06-29 19:21:27,45.045583,137.263266,Sikhote-Alin Central,ml/datasets/processed/WT-136/003532.jpg
WT-136,003642.jpg,2026-07-06 21:29:24,46.162093,135.229284,Sikhote-Alin Central,ml/datasets/processed/WT-136/003642.jpg
WT-136,003677.jpg,2026-07-13 10:00:27,46.360944,136.037242,Bikin Valley,ml/datasets/processed/WT-136/003677.jpg
WT-136,003831.jpg,2026-07-18 00:25:24,45.504014,135.589445,Sikhote-Alin North,ml/datasets/processed/WT-136/003831.jpg
WT-136,003887.jpg,2026-07-23 19:53:35,46.361652,137.097941,Sikhote-Alin South,ml/datasets/processed/WT-136/003887.jpg
WT-136,003991.jpg,2026-07-29 21:02:40,46.082761,135.343999,Sikhote-Alin South,ml/datasets/processed/WT-136/003991.jpg
WT-136,004140.jpg,2026-08-05 11:51:05,46.162221,136.897103,Bikin Valley,ml/datasets/processed/WT-136/004140.jpg
WT-136,004463.jpg,2026-08-11 00:44:09,45.397203,135.013128,Sikhote-Alin North,ml/datasets/processed/WT-136/004463.jpg
WT-136,004632.jpg,2026-08-17 10:40:16,44.799039,137.350565,Olga Reserve,ml/datasets/processed/WT-136/004632.jpg
WT-136,004722.jpg,2026-08-23 10:22:30,45.555543,135.277967,Sikhote-Alin South,ml/datasets/processed/WT-136/004722.jpg
WT-136,004857.jpg,2026-08-29 09:20:54,44.976879,136.597379,Olga Reserve,ml/datasets/processed/WT-136/004857.jpg
WT-136,005150.jpg,2026-09-04 16:11:45,45.414227,135.277145,Bikin Valley,ml/datasets/processed/WT-136/005150.jpg
WT-136,005153.jpg,2026-09-10 11:59:39,45.530751,135.604845,Sikhote-Alin Central,ml/datasets/processed/WT-136/005153.jpg
WT-265,000021.jpg,2026-01-22 15:27:36,45.729619,135.601411,Bikin Valley,ml/datasets/processed/WT-265/000021.jpg
WT-265,000050.jpg,2026-01-26 18:14:38,45.546969,135.901509,Olga Reserve,ml/datasets/processed/WT-265/000050.jpg
WT-265,000424.jpg,2026-01-31 10:29:44,45.588164,136.966031,Olga Reserve,ml/datasets/processed/WT-265/000424.jpg
WT-265,000676.jpg,2026-02-03 11:56:40,45.44027,136.589177,Sikhote-Alin South,ml/datasets/processed/WT-265/000676.jpg
WT-265,000775.jpg,2026-02-06 23:34:22,45.007301,135.040606,Sikhote-Alin North,ml/datasets/processed/WT-265/000775.jpg
WT-265,000995.jpg,2026-02-10 01:27:46,45.756514,136.928753,Sikhote-Alin South,ml/datasets/processed/WT-265/000995.jpg
WT-265,001217.jpg,2026-02-14 17:16:05,44.766819,135.880748,Sikhote-Alin South,ml/datasets/processed/WT-265/001217.jpg
WT-265,001239.jpg,2026-02-18 14:31:29,46.058285,136.161557,Bikin Valley,ml/datasets/processed/WT-265/001239.jpg
WT-265,001267.jpg,2026-02-21 22:07:37,45.763472,137.028744,Sikhote-Alin North,ml/datasets/processed/WT-265/001267.jpg
WT-265,001344.jpg,2026-02-25 06:48:14,44.573968,135.503977,Sikhote-Alin Central,ml/datasets/processed/WT-265/001344.jpg
WT-265,001348.jpg,2026-02-27 08:38:12,46.271581,135.78899,Sikhote-Alin South,ml/datasets/processed/WT-265/001348.jpg
WT-265,001373.jpg,2026-02-28 23:33:41,45.586061,135.633284,Sikhote-Alin Central,ml/datasets/processed/WT-265/001373.jpg
WT-265,001455.jpg,2026-03-04 11:53:35,45.072222,137.155346,Sikhote-Alin North,ml/datasets/processed/WT-265/001455.jpg
WT-265,002044.jpg,2026-03-08 15:08:07,44.74895,135.920048,Bikin Valley,ml/datasets/processed/WT-265/002044.jpg
WT-265,002066.jpg,2026-03-11 21:04:26,45.986615,137.236594,Bikin Valley,ml/datasets/processed/WT-265/002066.jpg
WT-265,002082.jpg,2026-03-15 08:32:48,45.884137,135.918367,Olga Reserve,ml/datasets/processed/WT-265/002082.jpg
WT-265,002405.jpg,2026-03-19 10:54:40,45.033441,135.206529,Bikin Valley,ml/datasets/processed/WT-265/002405.jpg
WT-265,002550.jpg,2026-03-24 00:11:17,46.144683,136.363686,Sikhote-Alin South,ml/datasets/processed/WT-265/002550.jpg
WT-265,002774.jpg,2026-03-28 04:15:10,44.705196,135.8198,Sikhote-Alin South,ml/datasets/processed/WT-265/002774.jpg
WT-265,002854.jpg,2026-03-31 13:31:37,45.352232,136.724412,Sikhote-Alin South,ml/datasets/processed/WT-265/002854.jpg
WT-265,003381.jpg,2026-04-05 04:08:06,45.394259,136.817036,Sikhote-Alin South,ml/datasets/processed/WT-265/003381.jpg
WT-265,003714.jpg,2026-04-08 07:51:58,45.778939,136.978695,Sikhote-Alin North,ml/datasets/processed/WT-265/003714.jpg
WT-265,003779.jpg,2026-04-11 13:12:53,44.650082,136.593781,Sikhote-Alin South,ml/datasets/processed/WT-265/003779.jpg
WT-265,003897.jpg,2026-04-14 02:32:47,44.819973,135.077852,Olga Reserve,ml/datasets/processed/WT-265/003897.jpg
WT-265,003940.jpg,2026-04-17 17:27:22,45.856178,136.095432,Sikhote-Alin Central,ml/datasets/processed/WT-265/003940.jpg
WT-265,004176.jpg,2026-04-22 13:16:08,45.232657,135.957136,Olga Reserve,ml/datasets/processed/WT-265/004176.jpg
WT-265,004228.jpg,2026-04-26 18:26:07,44.564771,135.383595,Bikin Valley,ml/datasets/processed/WT-265/004228.jpg
WT-265,004260.jpg,2026-05-01 03:01:02,46.026169,136.434804,Olga Reserve,ml/datasets/processed/WT-265/004260.jpg
WT-265,004438.jpg,2026-05-04 15:06:09,45.2339,135.785964,Sikhote-Alin South,ml/datasets/processed/WT-265/004438.jpg
WT-265,004480.jpg,2026-05-08 08:19:46,45.97135,136.24761,Bikin Valley,ml/datasets/processed/WT-265/004480.jpg
WT-265,004596.jpg,2026-05-12 09:46:52,46.327085,135.294402,Sikhote-Alin South,ml/datasets/processed/WT-265/004596.jpg
WT-265,004618.jpg,2026-05-15 23:39:45,45.723754,136.734952,Bikin Valley,ml/datasets/processed/WT-265/004618.jpg
WT-265,004684.jpg,2026-05-19 05:40:36,44.900357,135.339321,Sikhote-Alin North,ml/datasets/processed/WT-265/004684.jpg
WT-265,004685.jpg,2026-05-21 12:33:15,45.390222,135.219477,Sikhote-Alin South,ml/datasets/processed/WT-265/004685.jpg
WT-265,004896.jpg,2026-05-25 16:25:49,45.83568,136.773851,Olga Reserve,ml/datasets/processed/WT-265/004896.jpg
WT-265,004967.jpg,2026-05-27 23:28:37,46.202724,136.779523,Sikhote-Alin Central,ml/datasets/processed/WT-265/004967.jpg
WT-265,005075.jpg,2026-05-31 07:24:52,46.087393,136.271889,Sikhote-Alin North,ml/datasets/processed/WT-265/005075.jpg
WT-265,005114.jpg,2026-06-05 06:15:59,44.973472,136.235055,Sikhote-Alin South,ml/datasets/processed/WT-265/005114.jpg
WT-237,000104.jpg,2026-02-09 04:09:40,45.434812,137.45753,Sikhote-Alin Central,ml/datasets/processed/WT-237/000104.jpg
WT-237,000262.jpg,2026-02-13 05:39:32,45.118581,137.498988,Bikin Valley,ml/datasets/processed/WT-237/000262.jpg
WT-237,000418.jpg,2026-02-17 07:59:00,45.551391,136.922911,Olga Reserve,ml/datasets/processed/WT-237/000418.jpg
WT-237,000443.jpg,2026-02-23 07:11:12,45.784677,136.124936,Olga Reserve,ml/datasets/processed/WT-237/000443.jpg
WT-237,000462.jpg,2026-02-28 10:14:41,45.18903,137.1949,Olga Reserve,ml/datasets/processed/WT-237/000462.jpg
WT-237,000502.jpg,2026-03-04 10:23:08,46.432529,136.081546,Sikhote-Alin North,ml/datasets/processed/WT-237/000502.jpg
WT-237,000713.jpg,2026-03-08 09:07:43,46.162782,136.295255,Sikhote-Alin South,ml/datasets/processed/WT-237/000713.jpg
